Date	Newspaper	Article	Valence	Date_parsed
December 1, 2015 Tuesday  Andalucía Edición	El Pais	"Por primera vez en la historia electoral, anoche en España más de dos candidatos a la presidencia debatieron sin cortapisas. En el primer debate interactivo y emitido en Internet, organizado por EL PAÍS, se hablaron de tú y emplearon sus nombres de pila.   Se cortaron uno a otro. El intercambio fue por lo general cordial y a ratos agrio. En todo momento un fiel reflejo de la creciente pluralidad de la sociedad española. Hace algo más de un año los tres candidatos eran prácticamente unos desconocidos en la escena política nacional. Ayer defendieron con convicción las razones por las que creen que son la mejor alternativa a Mariano Rajoy después de los cuatro años de mayoría absoluta del PP. El aspirante socialista, Pedro Sánchez, centró el grueso de sus ataques en el atril que Rajoy decidió dejar vacío anoche y defendió con orgullo el legado de derechos civiles del PSOE en las cuatro décadas de democracia. ""Los socialistas somos los arquitectos del Estado de bienestar"", llegó a decir. Albert Rivera, de Ciudadanos, se centró en criticar lo que definió como fracasos del bipartidismo, personalizándolos en Sánchez. ""No podemos volver a la locura del PP y el PSOE"", sostuvo. Pablo Iglesias, el líder de Podemos, pidió una refundación del sistema democrático para cerrar la era de la Constitución de 1978 y abrir una nueva. Apeló a los ""socialistas de corazón"", reconoció los logros del primer Gobierno de Felipe González y buscó atacar en todo momento el discurso de Sánchez, principal blanco de sus críticas."		2015-12-01
December 2, 2015 Wednesday  Andalucía Edición	El Pais	"El 69% de los españoles cree que el presidente del Gobierno, Mariano Rajoy, se equivocó al no participar en el debate electoral organizado por EL PAÍS el lunes, según un sondeo realizado ayer por Metroscopia por medio de 600 entrevistas. De los encuestados, solo un 22% piensa que el candidato del PP hizo bien en no asistir al primer cara a cara interactivo y emitido en Internet en la historia electoral española. Esa cifra sube hasta el 65% entre el electorado de su partido. A pesar de que el presidente rechazó la invitación, ayer el Gobierno se quejó porque se considera víctima ""de un ejercicio de intolerancia"", tal y como sostuvo el ministro de Justicia, Rafael Catalá. El PP había ofrecido que la vicepresidenta, Soraya Sáenz de Santamaría, sustituyera a Rajoy en el debate, pero EL PAÍS solo invitó a los cabezas de cartel.  Un 26% dice haber seguido el debate en directo en su totalidad o en parte. Los candidatos que sí participaron, Pedro Sánchez (PSOE) y Albert Rivera (Ciudadanos), empataron, logrando una nota media de 5,8 y 5,9 sobre 10 en la encuesta. Pablo Iglesias (Podemos) logró también un aprobado con una calificación media de 5."		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	"El 20 de diciembre Felipe VI vivirá sus primeras elecciones generales como rey de España. A diferencia de otras veces, no se trata de unos comicios más para cumplir con el trámite de someter candidatos y siglas a la ratificación de las urnas ni con un resultado más o menos previsible que decante la balanza hacia una de las dos posiciones habituales. La convocatoria del 20-D contiene varias claves de interés para la Casa del Rey por la incidencia que pueden tener en la institución. Por primera vez en la historia de la reciente democracia española, el tradicional bipartidismo, el mismo que ha sustentado a la Corona en los momentos de mayor impopularidad, está en cuestión. Las consecuencias de la peor crisis sufrida en España desde el cambio de régimen, con el deterioro de la clase media y la desafección del electorado hacia los dos grandes partidos (PP y PSOE) por su indulgencia con la corrupción, han propiciado el surgimiento y crecimiento de nuevas opciones políticas. La consecuencia es una fragmentación del mapa político que amenaza el tradicional equilibrio alternante español.  Una de las primeras inquietudes en La Zarzuela ante ese nuevo escenario es el republicanismo efervescente de los partidos emergentes de izquierda, como Podemos u otras organizaciones minoritarias radicales asociadas, a las que la atomización electoral puede situar en coyunturas muy influyentes, como ha sido el caso de la anticapitalista CUP en Cataluña. El episodio de la revisión de la iconografía monárquica impulsada en Barcelona por la alcaldesa, Ada Colau (Barcelona en Comú), cuyo suceso más estridente fue la retirada del busto de Juan Carlos I del salón de plenos del Ayuntamiento de la capital de Cataluña, es la señal de una tendencia inquietante para la Monarquía que no solo ha penetrado en otros Ayuntamientos, como Cádiz, Zaragoza, Terrassa o Sabadell, sino que las elecciones generales pueden elevar hasta el Congreso de los Diputados con la consecuente amplificación de ruido y acción. Pero la convulsión del mapa electoral no solo trae incertidumbres para la Casa del Rey. Las ventajosas posibilidades de una de las opciones emergentes como Ciudadanos introducen una perspectiva de tranquilidad para la Corona. El partido de Albert Rivera, al que las encuestas señalan como clave en los pactos de los que ha de surgir el próximo Gobierno de España, ofrece la misma posición de continuidad respecto a la Corona que los tradicionales PP y PSOE. La posición central de la formación naranja es una garantía para La Zarzuela en medio de un panorama de desconfianzas. El Rey, además, mantiene una buena relación personal con Rivera desde que ambos se conocieron en enero de 2013 durante la inauguración del AVE en Girona. Según ha relatado el propio Rivera en su libro Juntos podemos, el entonces Príncipe de Asturias lo citó para un largo encuentro en el que se sintió sorprendido por el gran interés de don Felipe por su trayectoria política. Esas citas se han ido repitiendo con oportuna asiduidad desde entonces. La sintonía entre ambos, aunque Rivera se define como ""de principios republicanos"", resultó muy evidente el pasado 12 de octubre durante la recepción de la Fiesta Nacional en el Palacio Real de Madrid, en la que mantuvieron un breve pero intenso (y vistosamente afín) encuentro en un corrillo en el comedor de gala. Esa correspondencia, con un Rivera decisivo para la aritmética de los dos grandes partidos, puede resultar fundamental igualmente para que la Monarquía redimensione su posición en algunos países, puesto que es el Gobierno el que marca la proyección exterior y el que decide los viajes oficiales del Rey. Cuba, donde el Gobierno y su ausencia en el proceso de apertura del país por diferencias ideológicas han impedido hasta ahora la presencia del Rey, sería uno de esos países. Las elecciones del próximo día 20 también pueden aportar nuevas oportunidades para la Corona. El principal problema que tiene el Rey sobre la mesa en estos momentos es el desafío independentista catalán surgido de la tensión entre el Gobierno central y la Generalitat de Cataluña. El resultado de las elecciones catalanas del pasado 27 de septiembre no ha agravado el problema, pero tampoco lo ha desactivado. Sin embargo, sus consecuencias, con el consiguiente enquistamiento institucional por la negativa de la CUP a investir a Artur Mas, ha acelerado la descomposición de Convergència y ha abierto brechas para posibles nuevos escenarios de resolución que pueden sustanciarse a partir del 20-D. La introducción de nuevos actores en el paisaje político representa una oportunidad para la descongestión de un conflicto que la mayoría absoluta del PP y la desesperación de Convergència han llevado a un callejón sin salida que ha puesto contra la pared al Rey, quien como jefe del Estado simboliza la unidad y permanencia de España y ejerce una función arbitral y moderadora del funcionamiento regular de las instituciones. La desactivación del conflicto es el imperativo más acuciante de la Monarquía. Los asuntos de la Casa del Rey no habían dependido nunca tanto de un desenlace electoral. Incluso el tradicional discurso de Navidad, uno de los más importantes que a lo largo del año pronuncia y produce Felipe VI, depende en buena parte por primera vez de lo que ocurra cuatro días antes por la complejidad de un escenario en el que son fundamentales, al menos, cuatro opciones."		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	"El candidato de Podemos a La Moncloa, Pablo Iglesias, centró ayer su balance del debate de EL PAÍS en las críticas al aspirante ausente: el presidente del Gobierno y líder del PP, Mariano Rajoy. Toda la dirección de la formación emergente acusó al jefe del Ejecutivo por no confrontar sus propuestas con las del líder del PSOE, Pedro Sánchez, el presidente de Ciudadanos, Albert Rivera, y el propio Iglesias. Pero fue este último, durante la presentación de su libro Una nueva Transición, quien lanzó una propuesta.  ""Cuando nosotros gobernemos deberemos obligar a que participar en debates sea algo que no pueda eludir alguien que quiere ser presidente del Gobierno. Dar la cara ante los medios de comunicación y participar en debates debería ser una obligación"". Iglesias evitó hacer una valoración sobre el ganador -""no es elegante"", dijo- y señaló que ""el hecho de que se produzcan debates es ya en sí mismo una victoria de la ciudadanía, sobre todo debates nuevos, en los que no hay reglas, en los que no hay pactos, en los que la gente pueda escuchar las opiniones que se puedan expresar en libertad"". Los dirigentes de Podemos atacaron ayer al ""perdedor"" de ese encuentro más que opinar sobre el ganador. Esa crítica tiene un objetivo: demostrar que la ausencia del presidente del Gobierno refleja temor a la confrontación y falta de proyecto político. El jefe de campaña del partido, Íñigo Errejón, preparó el debate con Iglesias y se mostró satisfecho tras su celebración. ""Pablo Iglesias ha presentado las razones de un nuevo país que no deje a nadie atrás"", consideró antes de dejar claro que, en su opinión, ""el debate lo ha perdido un presidente que se esconde, y lo ha ganado la gente, que ha podido contrastar entre diferentes proyectos"". En la misma línea se pronunciaron los líderes en Andalucía y Aragón, Teresa Rodríguez y Pablo Echenique. En el argumentario de campaña de Podemos figura además la idea de que un país que ya ha cambiado en las calles, puede llevar ese cambio a las instituciones. Así, según Errejón, ""el debate mostró claramente que España ya ha cambiado, y toca ratificarlo ahora en las urnas""."		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	Hay muchas y poderosas razones por las que un número importante de españoles desea hoy un cambio. Porque la gestión de la crisis ha sido poco equitativa, al recaer el grueso de su factura en las clases medias y trabajadoras. Porque la ambición de las reformas emprendidas ha sido más bien limitada, y su éxito ha dependido en buena medida del control de las instituciones europeas. Porque la corrupción rampante ha corroído la confianza en las instituciones.  Que este cambio pueda operarse desde el mismo partido que ha dirigido la legislatura bajo el uso legítimo -y el abuso ineficiente- de la mayoría absoluta no es estrictamente imposible, pues la rectificación es frecuente en los asuntos públicos: pero tampoco, a tenor de la experiencia, demasiado probable. Por eso el debate digital organizado por este diario entre los tres candidatos a presidente desbordó el interés habitual de un intercambio de ideas y sobrepasó su común denominador generacional. Fue excepcional, sobre todo, porque cristalizó y consagró con cierta solemnidad el estado de espíritu prevalente de una sociedad deseosa de nuevos horizontes. La competencia de los tres aspirantes alternativos al actual presidente fue especialmente significativa. No solo por la inauguración de un modelo tecnológico de intercambio, ni por una prefiguración de la inminente campaña electoral, sino porque inauguraban la carrera por disputar y enarbolar la bandera de los cambios: del cambio con riesgos muy calculados. No fue seguramente el día de mejor desempeño de ninguno de los tres, quizá cautelosos al inaugurar un inédito formato de debate -en un virtual empate- en el que se jugaban mucho. Pero todos dieron lo mejor de sí mismos y el resultado supuso un avance de sus posiciones relativas a tres semanas de la cita electoral. En efecto, el secretario general del PSOE, Pedro Sánchez, aunque en ocasiones visiblemente contrariado, supo exhibir un detallado conocimiento de las propuestas de su partido, canónicamente socialdemócratas; exhibió una línea de continuidad con sus predecesores, no siempre acreditada con anterioridad; hizo del lema de recuperar los derechos sociales perdidos eje de su propuesta global; y mostró firmeza ideológica al defenderse de los ataques recibidos tanto a derecha como a izquierda: se hizo respetar. Igualmente, el novel candidato de Ciudadanos, Albert Rivera, remachó sus recientes comparecencias como líder de un partido relativamente nuevo, pero de propuestas muy articuladas; se distanció del bipartidismo histórico sin apelar a referencias extrañas; matizó lo que en su momento pudo conceptuarse como adanismo, al proclamarse heredero de los mejores valores y líderes de la Transición; y consolidó su imagen institucional, aun sin, quizá, haber colmado todas las expectativas concitadas. También fue propicia la ocasión al líder de Podemos, Pablo Iglesias, que aprovechó el momento para asegurar, a sus potenciales votantes menos radicales que los iniciales, la culminación de su adaptación pragmática a un ideario más próximo a la socialdemocracia de Sánchez que a las movilizaciones autogestionarias del 15-M. La moderación, constitucionalista, europeísta y atlantista, debe ser siempre bienvenida. Aunque la extraordinaria rapidez del giro exija más tiempo para depurar su irreversibilidad con calma. El ejercicio de los tres líderes augura una campaña sugerente y un cierto lenguaje común -si bien con propuestas muy diversas- que interpela al candidato ausente. Ojalá se apunte, aunque sea con tardanza, al espíritu más franco, transparente y desprejuiciado con que sus oponentes inauguraron el lunes los nuevos tiempos.		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	"El 69% de los españoles cree que el presidente del Gobierno, Mariano Rajoy, se equivocó al no participar en el debate electoral organizado por EL PAÍS el lunes, según un sondeo realizado ayer por Metroscopia por medio de 600 entrevistas. De los encuestados, solo un 22% piensa que el candidato del PP hizo bien en no asistir al primer cara a cara interactivo y emitido en Internet en la historia electoral española. Esa cifra sube hasta el 65% entre el electorado de su partido. A pesar de que el presidente rechazó la invitación, ayer el Gobierno se quejó porque se considera víctima ""de un ejercicio de intolerancia"", tal y como sostuvo el ministro de Justicia, Rafael Catalá. El PP había ofrecido que la vicepresidenta, Soraya Sáenz de Santamaría, sustituyera a Rajoy en el debate, pero EL PAÍS solo invitó a los cabezas de cartel.  Un 26% dice haber seguido el debate en directo en su totalidad o en parte. Los candidatos que sí participaron, Pedro Sánchez (PSOE) y Albert Rivera (Ciudadanos), empataron, logrando una nota media de 5,8 y 5,9 sobre 10 en la encuesta. Pablo Iglesias (Podemos) logró también un aprobado con una calificación media de 5."		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	"El 20 de diciembre Felipe VI vivirá sus primeras elecciones generales como rey de España. A diferencia de otras veces, no se trata de unos comicios más para cumplir con el trámite de someter candidatos y siglas a la ratificación de las urnas ni con un resultado más o menos previsible que decante la balanza hacia una de las dos posiciones habituales. La convocatoria del 20-D contiene varias claves de interés para la Casa del Rey por la incidencia que pueden tener en la institución. Por primera vez en la historia de la reciente democracia española, el tradicional bipartidismo, el mismo que ha sustentado a la Corona en los momentos de mayor impopularidad, está en cuestión. Las consecuencias de la peor crisis sufrida en España desde el cambio de régimen, con el deterioro de la clase media y la desafección del electorado hacia los dos grandes partidos (PP y PSOE) por su indulgencia con la corrupción, han propiciado el surgimiento y crecimiento de nuevas opciones políticas. La consecuencia es una fragmentación del mapa político que amenaza el tradicional equilibrio alternante español.  Una de las primeras inquietudes en La Zarzuela ante ese nuevo escenario es el republicanismo efervescente de los partidos emergentes de izquierda, como Podemos u otras organizaciones minoritarias radicales asociadas, a las que la atomización electoral puede situar en coyunturas muy influyentes, como ha sido el caso de la anticapitalista CUP en Cataluña. El episodio de la revisión de la iconografía monárquica impulsada en Barcelona por la alcaldesa, Ada Colau (Barcelona en Comú), cuyo suceso más estridente fue la retirada del busto de Juan Carlos I del salón de plenos del Ayuntamiento de la capital de Cataluña, es la señal de una tendencia inquietante para la Monarquía que no solo ha penetrado en otros Ayuntamientos, como Cádiz, Zaragoza, Terrassa o Sabadell, sino que las elecciones generales pueden elevar hasta el Congreso de los Diputados con la consecuente amplificación de ruido y acción. Pero la convulsión del mapa electoral no solo trae incertidumbres para la Casa del Rey. Las ventajosas posibilidades de una de las opciones emergentes como Ciudadanos introducen una perspectiva de tranquilidad para la Corona. El partido de Albert Rivera, al que las encuestas señalan como clave en los pactos de los que ha de surgir el próximo Gobierno de España, ofrece la misma posición de continuidad respecto a la Corona que los tradicionales PP y PSOE. La posición central de la formación naranja es una garantía para La Zarzuela en medio de un panorama de desconfianzas. El Rey, además, mantiene una buena relación personal con Rivera desde que ambos se conocieron en enero de 2013 durante la inauguración del AVE en Girona. Según ha relatado el propio Rivera en su libro Juntos podemos, el entonces Príncipe de Asturias lo citó para un largo encuentro en el que se sintió sorprendido por el gran interés de don Felipe por su trayectoria política. Esas citas se han ido repitiendo con oportuna asiduidad desde entonces. La sintonía entre ambos, aunque Rivera se define como ""de principios republicanos"", resultó muy evidente el pasado 12 de octubre durante la recepción de la Fiesta Nacional en el Palacio Real de Madrid, en la que mantuvieron un breve pero intenso (y vistosamente afín) encuentro en un corrillo en el comedor de gala. Esa correspondencia, con un Rivera decisivo para la aritmética de los dos grandes partidos, puede resultar fundamental igualmente para que la Monarquía redimensione su posición en algunos países, puesto que es el Gobierno el que marca la proyección exterior y el que decide los viajes oficiales del Rey. Cuba, donde el Gobierno y su ausencia en el proceso de apertura del país por diferencias ideológicas han impedido hasta ahora la presencia del Rey, sería uno de esos países. Las elecciones del próximo día 20 también pueden aportar nuevas oportunidades para la Corona. El principal problema que tiene el Rey sobre la mesa en estos momentos es el desafío independentista catalán surgido de la tensión entre el Gobierno central y la Generalitat de Cataluña. El resultado de las elecciones catalanas del pasado 27 de septiembre no ha agravado el problema, pero tampoco lo ha desactivado. Sin embargo, sus consecuencias, con el consiguiente enquistamiento institucional por la negativa de la CUP a investir a Artur Mas, ha acelerado la descomposición de Convergència y ha abierto brechas para posibles nuevos escenarios de resolución que pueden sustanciarse a partir del 20-D. La introducción de nuevos actores en el paisaje político representa una oportunidad para la descongestión de un conflicto que la mayoría absoluta del PP y la desesperación de Convergència han llevado a un callejón sin salida que ha puesto contra la pared al Rey, quien como jefe del Estado simboliza la unidad y permanencia de España y ejerce una función arbitral y moderadora del funcionamiento regular de las instituciones. La desactivación del conflicto es el imperativo más acuciante de la Monarquía. Los asuntos de la Casa del Rey no habían dependido nunca tanto de un desenlace electoral. Incluso el tradicional discurso de Navidad, uno de los más importantes que a lo largo del año pronuncia y produce Felipe VI, depende en buena parte por primera vez de lo que ocurra cuatro días antes por la complejidad de un escenario en el que son fundamentales, al menos, cuatro opciones."		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	"El candidato de Podemos a La Moncloa, Pablo Iglesias, centró ayer su balance del debate de EL PAÍS en las críticas al aspirante ausente: el presidente del Gobierno y líder del PP, Mariano Rajoy. Toda la dirección de la formación emergente acusó al jefe del Ejecutivo por no confrontar sus propuestas con las del líder del PSOE, Pedro Sánchez, el presidente de Ciudadanos, Albert Rivera, y el propio Iglesias. Pero fue este último, durante la presentación de su libro Una nueva Transición, quien lanzó una propuesta.  ""Cuando nosotros gobernemos deberemos obligar a que participar en debates sea algo que no pueda eludir alguien que quiere ser presidente del Gobierno. Dar la cara ante los medios de comunicación y participar en debates debería ser una obligación"". Iglesias evitó hacer una valoración sobre el ganador -""no es elegante"", dijo- y señaló que ""el hecho de que se produzcan debates es ya en sí mismo una victoria de la ciudadanía, sobre todo debates nuevos, en los que no hay reglas, en los que no hay pactos, en los que la gente pueda escuchar las opiniones que se puedan expresar en libertad"". Los dirigentes de Podemos atacaron ayer al ""perdedor"" de ese encuentro más que opinar sobre el ganador. Esa crítica tiene un objetivo: demostrar que la ausencia del presidente del Gobierno refleja temor a la confrontación y falta de proyecto político. El jefe de campaña del partido, Íñigo Errejón, preparó el debate con Iglesias y se mostró satisfecho tras su celebración. ""Pablo Iglesias ha presentado las razones de un nuevo país que no deje a nadie atrás"", consideró antes de dejar claro que, en su opinión, ""el debate lo ha perdido un presidente que se esconde, y lo ha ganado la gente, que ha podido contrastar entre diferentes proyectos"". En la misma línea se pronunciaron los líderes en Andalucía y Aragón, Teresa Rodríguez y Pablo Echenique. En el argumentario de campaña de Podemos figura además la idea de que un país que ya ha cambiado en las calles, puede llevar ese cambio a las instituciones. Así, según Errejón, ""el debate mostró claramente que España ya ha cambiado, y toca ratificarlo ahora en las urnas""."		2015-12-02
December 2, 2015 Wednesday  Andalucía Edición	El Pais	Hay muchas y poderosas razones por las que un número importante de españoles desea hoy un cambio. Porque la gestión de la crisis ha sido poco equitativa, al recaer el grueso de su factura en las clases medias y trabajadoras. Porque la ambición de las reformas emprendidas ha sido más bien limitada, y su éxito ha dependido en buena medida del control de las instituciones europeas. Porque la corrupción rampante ha corroído la confianza en las instituciones.  Que este cambio pueda operarse desde el mismo partido que ha dirigido la legislatura bajo el uso legítimo -y el abuso ineficiente- de la mayoría absoluta no es estrictamente imposible, pues la rectificación es frecuente en los asuntos públicos: pero tampoco, a tenor de la experiencia, demasiado probable. Por eso el debate digital organizado por este diario entre los tres candidatos a presidente desbordó el interés habitual de un intercambio de ideas y sobrepasó su común denominador generacional. Fue excepcional, sobre todo, porque cristalizó y consagró con cierta solemnidad el estado de espíritu prevalente de una sociedad deseosa de nuevos horizontes. La competencia de los tres aspirantes alternativos al actual presidente fue especialmente significativa. No solo por la inauguración de un modelo tecnológico de intercambio, ni por una prefiguración de la inminente campaña electoral, sino porque inauguraban la carrera por disputar y enarbolar la bandera de los cambios: del cambio con riesgos muy calculados. No fue seguramente el día de mejor desempeño de ninguno de los tres, quizá cautelosos al inaugurar un inédito formato de debate -en un virtual empate- en el que se jugaban mucho. Pero todos dieron lo mejor de sí mismos y el resultado supuso un avance de sus posiciones relativas a tres semanas de la cita electoral. En efecto, el secretario general del PSOE, Pedro Sánchez, aunque en ocasiones visiblemente contrariado, supo exhibir un detallado conocimiento de las propuestas de su partido, canónicamente socialdemócratas; exhibió una línea de continuidad con sus predecesores, no siempre acreditada con anterioridad; hizo del lema de recuperar los derechos sociales perdidos eje de su propuesta global; y mostró firmeza ideológica al defenderse de los ataques recibidos tanto a derecha como a izquierda: se hizo respetar. Igualmente, el novel candidato de Ciudadanos, Albert Rivera, remachó sus recientes comparecencias como líder de un partido relativamente nuevo, pero de propuestas muy articuladas; se distanció del bipartidismo histórico sin apelar a referencias extrañas; matizó lo que en su momento pudo conceptuarse como adanismo, al proclamarse heredero de los mejores valores y líderes de la Transición; y consolidó su imagen institucional, aun sin, quizá, haber colmado todas las expectativas concitadas. También fue propicia la ocasión al líder de Podemos, Pablo Iglesias, que aprovechó el momento para asegurar, a sus potenciales votantes menos radicales que los iniciales, la culminación de su adaptación pragmática a un ideario más próximo a la socialdemocracia de Sánchez que a las movilizaciones autogestionarias del 15-M. La moderación, constitucionalista, europeísta y atlantista, debe ser siempre bienvenida. Aunque la extraordinaria rapidez del giro exija más tiempo para depurar su irreversibilidad con calma. El ejercicio de los tres líderes augura una campaña sugerente y un cierto lenguaje común -si bien con propuestas muy diversas- que interpela al candidato ausente. Ojalá se apunte, aunque sea con tardanza, al espíritu más franco, transparente y desprejuiciado con que sus oponentes inauguraron el lunes los nuevos tiempos.		2015-12-02
December 3, 2015 Thursday  Nacional Edición	El Pais	"Noviembre ha roto con su mala fama laboral. Creció la afiliación, o sea, se creó empleo. Hubo 1.620 cotizantes más en la Seguridad Social. Y bajó el paro (27.071 desocupados menos), según el Ministerio de Empleo. El Gobierno puso ahí el foco ayer. ""Con Rajoy, el paro baja en noviembre"", destacó la ministra Fátima Báñez. En cambio, el saldo de la legislatura resulta más desigual: la Seguridad Social ha retrocedido en más de 25.000 afiliados y el paro ha caído en 271.164 personas. Esto último se liga exclusivamente a la caída de población activa. El mes pasado ha sido uno de los mejores noviembres de los últimos años. Y el presidente del Gobierno, Mariano Rajoy, trató de aprovecharlo ayer, a 18 días de las elecciones. ""Es un acicate y da ánimos para seguir trabajando con intensidad. Hoy [por ayer] hemos conocido el mejor dato de bajada del paro en noviembre en toda la historia"", destacó el jefe del Ejecutivo. Pero ese dato no resultó suficiente para que pudiera presumir antes de la cita electoral de creación de empleo durante la legislatura.  En noviembre de 2011, cuando se celebraron las últimas elecciones generales, 17.248.500 personas estaban afiliadas a la Seguridad Social. Al mes siguiente, en diciembre, cuando el PP comenzó a gobernar, esa cifra había bajado a 17.229.500. Sendos datos se hallan por encima de los del pasado mes de noviembre. Este ángulo de los datos divulgados ayer fue el que usó el PSOE. Su responsable de Empleo y candidata a diputada Mari Luz Rodríguez recordó que la afiliación sigue estando ""por debajo de la que dejó José Luis Rodríguez Zapatero"" al salir del Ejecutivo. Sí que será mejor, en cambio, la cifra de paro registrado. También lo es si se toma el desempleo medido a través de la Encuesta de Población Activa (EPA), el mejor termómetro laboral. Hace cuatro años, el número de desempleados registrados en las oficinas públicas sumaba 4.420.462, ahora está en 4.149.298. No obstante, la caída del paro en los últimos cuatro años obedece fundamentalmente a la reducción del número de personas en edad y disposición de trabajar, lo que se conoce como población activa. ""Es sorprendente que el Gobierno se conforme con tan poco; no se puede conformar ni con los datos de Zapatero ni con los de Rajoy"", dijo el líder de Ciudadanos, Albert Rivera. ""Rajoy prometió tres millones de empleo"", recordó. Pablo Iglesias, secretario general de Podemos, criticó la precariedad. ""Siempre es una buena noticia que haya más gente con trabajo, pero los niveles de temporalidad en España siguen siendo escandalosos. El 90% de los contratos son temporales"", resumió. Cuando comenzó la legislatura ya hacía un año que había comenzado la segunda recesión de esta larga crisis cuyas consecuencias aún se viven. A las pocas semanas, en febrero de 2012, el Ejecutivo aprobó su reforma laboral ""agresiva"", como la definió el ministro de Economía, Luis de Guindos. No obstante, la destrucción de empleo se aceleró. El porcentaje de puestos de trabajo destruidos por punto de caída del PIB superó al de la recesión anterior. Medidas las consecuencias de esa segunda recesión con la afiliación, se destruyeron más de 1,5 millones de empleos. Se tocó fondo en febrero de 2013, cuando se contaron 16,1 millones de afiliados en la Seguridad Social. Ahí comenzó la recuperación, lenta al principio, con mayor ritmo el año pasado. Sin embargo, la aceleración no ha sido suficiente para arrojar un balance positivo. Es probable que en los próximos meses, y ya seguro en primavera, España volverá a los niveles de finales de 2011. Tampoco los datos de calidad del empleo muestran un saldo positivo. Siguiendo también la afiliación, se aprecia que los contratos de mayor calidad (indefinidos a jornada completa) han perdido terreno. Suman 6,2 millones, medio millón menos que hace cuatro años. En cambio, ha crecido el peso de cotizantes con menos estabilidad y, por tanto, más precarios. En este campo, la estrella de la legislatura han sido los trabajos a tiempo parcial, que se han elevado en este periodo en 320.000, contando temporales e indefinidos."		2015-12-03
